date,team_1,team_2,venue,toss_winner,toss_decision,winner,target
2021-05-21,Luxembourg,Czech Republic,"Scott Page Field, Vinor",Czech Republic,field,Czech Republic,0
2021-05-22,Austria,Czech Republic,"Scott Page Field, Vinor",Czech Republic,field,Austria,1
2021-05-22,Czech Republic,Luxembourg,"Scott Page Field, Vinor",Luxembourg,field,Luxembourg,0
2021-05-23,Austria,Luxembourg,"Scott Page Field, Vinor",Austria,bat,Luxembourg,0
2021-05-23,Czech Republic,Austria,"Scott Page Field, Vinor",Czech Republic,bat,Austria,0
2021-06-23,Sri Lanka,England,"Sophia Gardens, Cardiff",Sri Lanka,bat,England,0
2021-06-24,Greece,Romania,"National Sports Academy, Sofia",Greece,bat,Romania,0
2021-06-24,Sri Lanka,England,"Sophia Gardens, Cardiff",Sri Lanka,bat,England,0
2021-06-25,Serbia,Greece,"National Sports Academy, Sofia",Greece,field,Greece,0
2021-06-25,Bulgaria,Romania,"National Sports Academy, Sofia",Bulgaria,bat,Romania,0
2021-06-25,Romania,Serbia,"National Sports Academy, Sofia",Romania,bat,Romania,1
2021-06-26,England,Sri Lanka,"The Rose Bowl, Southampton",Sri Lanka,field,England,1
2021-06-26,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",West Indies,field,West Indies,0
2021-06-26,Serbia,Romania,"National Sports Academy, Sofia",Serbia,bat,Romania,0
2021-06-27,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",West Indies,field,South Africa,1
2021-06-29,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",West Indies,field,South Africa,1
2021-07-01,West Indies,South Africa,"National Cricket Stadium, St George's, Grenada",South Africa,field,West Indies,1
2021-07-03,South Africa,West Indies,"National Cricket Stadium, St George's, Grenada",South Africa,bat,South Africa,1
2021-07-08,Malta,Belgium,Marsa Sports Club,Malta,bat,Belgium,0
2021-07-08,Belgium,Malta,Marsa Sports Club,Belgium,bat,Malta,0
2021-07-09,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,field,West Indies,1
2021-07-09,Malta,Belgium,Marsa Sports Club,Belgium,field,Belgium,0
2021-07-10,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,field,West Indies,1
2021-07-10,Belgium,Malta,Marsa Sports Club,Belgium,bat,Malta,0
2021-07-10,Belgium,Malta,Marsa Sports Club,Belgium,bat,Belgium,1
2021-07-12,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,bat,West Indies,0
2021-07-14,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,bat,Australia,1
2021-07-16,Pakistan,England,"Trent Bridge, Nottingham",England,field,Pakistan,1
2021-07-16,West Indies,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",West Indies,bat,West Indies,1
2021-07-18,England,Pakistan,"Headingley, Leeds",Pakistan,field,England,1
2021-07-19,South Africa,Ireland,"The Village, Malahide, Dublin",Ireland,field,South Africa,1
2021-07-20,Pakistan,England,"Old Trafford, Manchester",Pakistan,bat,England,0
2021-07-22,South Africa,Ireland,"Civil Service Cricket Club, Stormont, Belfast",South Africa,bat,South Africa,1
2021-07-22,Zimbabwe,Bangladesh,Harare Sports Club,Zimbabwe,bat,Bangladesh,0
2021-07-23,Zimbabwe,Bangladesh,Harare Sports Club,Zimbabwe,bat,Zimbabwe,1
2021-07-24,South Africa,Ireland,"Civil Service Cricket Club, Stormont, Belfast",South Africa,bat,South Africa,1
2021-07-25,India,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field,India,1
2021-07-25,Zimbabwe,Bangladesh,Harare Sports Club,Zimbabwe,bat,Bangladesh,0
2021-07-28,India,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field,Sri Lanka,0
2021-07-29,India,Sri Lanka,"R Premadasa Stadium, Colombo",India,bat,Sri Lanka,0
2021-07-31,Pakistan,West Indies,"Providence Stadium, Guyana",West Indies,field,Pakistan,1
2021-08-03,Bangladesh,Australia,"Shere Bangla National Stadium, Mirpur",Australia,field,Bangladesh,1
2021-08-04,Australia,Bangladesh,"Shere Bangla National Stadium, Mirpur",Australia,bat,Bangladesh,0
2021-08-05,Norway,Germany,Bayer Uerdingen Cricket Ground,Germany,field,Germany,0
2021-08-05,Norway,France,Bayer Uerdingen Cricket Ground,France,field,France,0
2021-08-06,Bangladesh,Australia,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,1
2021-08-06,France,Germany,Bayer Uerdingen Cricket Ground,Germany,field,Germany,0
2021-08-07,Bangladesh,Australia,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Australia,0
2021-08-07,Germany,France,Bayer Uerdingen Cricket Ground,France,field,Germany,1
2021-08-07,Norway,France,Bayer Uerdingen Cricket Ground,France,field,Norway,1
2021-08-08,Norway,Germany,Bayer Uerdingen Cricket Ground,Germany,field,Norway,1
2021-08-08,Norway,Germany,Bayer Uerdingen Cricket Ground,Norway,bat,Germany,0
2021-08-09,Bangladesh,Australia,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,1
2021-08-14,Denmark,Sweden,"Svanholm Park, Brondby",Sweden,field,Sweden,0
2021-08-15,Sweden,Denmark,"Svanholm Park, Brondby",Denmark,field,Denmark,0
2021-08-18,Ghana,Rwanda,Gahanga International Cricket Stadium. Rwanda,Ghana,bat,Rwanda,0
2021-08-20,Gibraltar,Malta,Gucherre Cricket Ground,Malta,field,Malta,0
2021-08-20,Rwanda,Ghana,Gahanga International Cricket Stadium. Rwanda,Ghana,field,Rwanda,1
2021-08-20,Ghana,Rwanda,Gahanga International Cricket Stadium. Rwanda,Ghana,bat,Ghana,1
2021-08-21,Malta,Gibraltar,Gucherre Cricket Ground,Gibraltar,field,Malta,1
2021-08-21,Rwanda,Ghana,Gahanga International Cricket Stadium. Rwanda,Rwanda,bat,Ghana,0
2021-08-21,Sweden,Finland,Kerava National Cricket Ground,Sweden,bat,Finland,0
2021-08-21,Sweden,Finland,Kerava National Cricket Ground,Sweden,bat,Finland,0
2021-08-22,Portugal,Gibraltar,Gucherre Cricket Ground,Gibraltar,field,Portugal,1
2021-08-22,Finland,Sweden,Kerava National Cricket Ground,Sweden,field,Sweden,0
2021-08-22,Finland,Sweden,Kerava National Cricket Ground,Sweden,field,Sweden,0
2021-08-27,Zimbabwe,Ireland,"Castle Avenue, Dublin",Ireland,field,Zimbabwe,1
2021-08-29,Zimbabwe,Ireland,"Castle Avenue, Dublin",Zimbabwe,bat,Ireland,0
2021-09-01,New Zealand,Bangladesh,"Shere Bangla National Stadium, Mirpur",New Zealand,bat,Bangladesh,0
2021-09-01,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason, Bready",Zimbabwe,field,Ireland,1
2021-09-02,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason, Bready",Zimbabwe,field,Ireland,1
2021-09-02,Luxembourg,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Bulgaria,field,Luxembourg,1
2021-09-02,Hungary,Czech Republic,"Moara Vlasiei Cricket Ground, Ilfov County",Czech Republic,field,Hungary,1
2021-09-03,Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,1
2021-09-03,Romania,Czech Republic,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,Romania,1
2021-09-03,Bulgaria,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Bulgaria,bat,Malta,0
2021-09-03,Romania,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,Romania,1
2021-09-04,Romania,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Malta,field,Romania,1
2021-09-04,Luxembourg,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Hungary,field,Luxembourg,1
2021-09-04,Zimbabwe,Ireland,"Bready Cricket Club, Magheramason, Bready",Zimbabwe,bat,Zimbabwe,1
2021-09-05,New Zealand,Bangladesh,"Shere Bangla National Stadium, Mirpur",New Zealand,bat,New Zealand,1
2021-09-05,Malta,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Hungary,field,Hungary,0
2021-09-05,Romania,Luxembourg,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,bat,Romania,1
2021-09-08,New Zealand,Bangladesh,"Shere Bangla National Stadium, Mirpur",New Zealand,bat,Bangladesh,0
2021-09-10,South Africa,Sri Lanka,"R Premadasa Stadium, Colombo",South Africa,bat,South Africa,1
2021-09-10,New Zealand,Bangladesh,"Shere Bangla National Stadium, Mirpur",New Zealand,bat,New Zealand,1
2021-09-10,Kenya,Uganda,Entebbe Cricket Oval,Kenya,bat,Kenya,1
2021-09-10,Spain,Germany,"Desert Springs Cricket Ground, Almeria",Germany,field,Germany,0
2021-09-11,Germany,Spain,"Desert Springs Cricket Ground, Almeria",Spain,field,Spain,0
2021-09-11,Germany,Spain,"Desert Springs Cricket Ground, Almeria",Germany,bat,Spain,0
2021-09-11,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2021-09-11,Nigeria,Kenya,Entebbe Cricket Oval,Nigeria,bat,Kenya,0
2021-09-12,Sri Lanka,South Africa,"R Premadasa Stadium, Colombo",Sri Lanka,bat,South Africa,0
2021-09-13,Kenya,Nigeria,Entebbe Cricket Oval,Kenya,bat,Kenya,1
2021-09-13,Nigeria,Uganda,Entebbe Cricket Oval,Nigeria,bat,Uganda,0
2021-09-14,Sri Lanka,South Africa,"R Premadasa Stadium, Colombo",Sri Lanka,bat,South Africa,0
2021-09-15,Scotland,Zimbabwe,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Scotland,bat,Scotland,1
2021-09-15,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2021-09-16,Nigeria,Kenya,Entebbe Cricket Oval,Nigeria,bat,Nigeria,1
2021-09-17,Zimbabwe,Scotland,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Zimbabwe,bat,Zimbabwe,1
2021-09-17,Uganda,Kenya,Entebbe Cricket Oval,Uganda,bat,Uganda,1
2021-09-19,Scotland,Zimbabwe,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Scotland,bat,Zimbabwe,0
2021-10-05,Estonia,Cyprus,Happy Valley Ground,Cyprus,field,Cyprus,0
2021-10-05,Estonia,Cyprus,Happy Valley Ground,Estonia,bat,Cyprus,0
2021-10-06,Cyprus,Isle of Man,Happy Valley Ground,Cyprus,bat,Isle of Man,0
2021-10-06,Estonia,Isle of Man,Happy Valley Ground,Estonia,bat,Isle of Man,0
2021-10-07,Cyprus,Isle of Man,Happy Valley Ground,Isle of Man,field,Isle of Man,0
2021-10-07,United Arab Emirates,Ireland,"ICC Academy, Dubai",United Arab Emirates,bat,Ireland,0
2021-10-08,Cyprus,Estonia,Happy Valley Ground,Cyprus,bat,Cyprus,1
2021-10-08,Estonia,Isle of Man,Happy Valley Ground,Isle of Man,field,Isle of Man,0
2021-10-08,United Arab Emirates,Ireland,"ICC Academy, Dubai",Ireland,field,United Arab Emirates,1
2021-10-08,Papua New Guinea,Scotland,"ICC Academy, Dubai",Papua New Guinea,bat,Scotland,0
2021-10-09,Scotland,Namibia,"ICC Academy, Dubai",Namibia,field,Namibia,0
2021-10-10,Ireland,United Arab Emirates,"ICC Academy, Dubai",United Arab Emirates,field,United Arab Emirates,0
2021-10-10,Namibia,Papua New Guinea,"ICC Academy, Dubai",Papua New Guinea,field,Namibia,1
2021-10-15,Jersey,Germany,"Desert Springs Cricket Ground, Almeria",Germany,field,Jersey,1
2021-10-15,Denmark,Italy,"Desert Springs Cricket Ground, Almeria",Denmark,bat,Italy,0
2021-10-16,Denmark,Germany,"Desert Springs Cricket Ground, Almeria",Denmark,bat,Germany,0
2021-10-16,Jersey,Italy,"Desert Springs Cricket Ground, Almeria",Jersey,bat,Jersey,1
2021-10-16,Rwanda,Ghana,Gahanga International Cricket Stadium. Rwanda,Ghana,field,Ghana,0
2021-10-16,Seychelles,Ghana,Gahanga International Cricket Stadium. Rwanda,Seychelles,bat,Ghana,0
2021-10-16,Malawi,Uganda,Integrated Polytechnic Regional Centre,Malawi,bat,Uganda,0
2021-10-17,Scotland,Bangladesh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bangladesh,field,Scotland,1
2021-10-17,Uganda,Rwanda,Integrated Polytechnic Regional Centre,Uganda,bat,Uganda,1
2021-10-17,Swaziland,Malawi,Integrated Polytechnic Regional Centre,Malawi,field,Malawi,0
2021-10-17,Lesotho,Seychelles,Gahanga International Cricket Stadium. Rwanda,Seychelles,field,Seychelles,0
2021-10-17,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,0
2021-10-17,Jersey,Denmark,"Desert Springs Cricket Ground, Almeria",Denmark,field,Jersey,1
2021-10-17,Italy,Germany,"Desert Springs Cricket Ground, Almeria",Italy,bat,Germany,0
2021-10-18,Netherlands,Ireland,"Zayed Cricket Stadium, Abu Dhabi",Netherlands,bat,Ireland,0
2021-10-18,Namibia,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,field,Sri Lanka,0
2021-10-19,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Sierra Leone,field,Sierra Leone,0
2021-10-19,Lesotho,Uganda,Integrated Polytechnic Regional Centre,Lesotho,bat,Uganda,0
2021-10-19,Malawi,Ghana,Gahanga International Cricket Stadium. Rwanda,Ghana,field,Ghana,0
2021-10-19,Swaziland,Uganda,Integrated Polytechnic Regional Centre,Swaziland,bat,Uganda,0
2021-10-19,Italy,Denmark,"Desert Springs Cricket Ground, Almeria",Denmark,field,Italy,1
2021-10-19,Bangladesh,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bangladesh,bat,Bangladesh,1
2021-10-19,Scotland,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Scotland,bat,Scotland,1
2021-10-19,Germany,Jersey,"Desert Springs Cricket Ground, Almeria",Germany,bat,Jersey,0
2021-10-20,Netherlands,Namibia,"Zayed Cricket Stadium, Abu Dhabi",Namibia,field,Namibia,0
2021-10-20,Sri Lanka,Ireland,"Zayed Cricket Stadium, Abu Dhabi",Ireland,field,Sri Lanka,1
2021-10-20,Italy,Jersey,"Desert Springs Cricket Ground, Almeria",Jersey,field,Jersey,0
2021-10-20,Germany,Denmark,"Desert Springs Cricket Ground, Almeria",Denmark,field,Germany,1
2021-10-20,Malawi,Seychelles,Gahanga International Cricket Stadium. Rwanda,Malawi,bat,Malawi,1
2021-10-20,Swaziland,Ghana,Integrated Polytechnic Regional Centre,Ghana,field,Ghana,0
2021-10-20,Swaziland,Seychelles,Gahanga International Cricket Stadium. Rwanda,Swaziland,bat,Seychelles,0
2021-10-20,Rwanda,Lesotho,Integrated Polytechnic Regional Centre,Rwanda,bat,Rwanda,1
2021-10-21,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Sierra Leone,field,Nigeria,1
2021-10-21,Uganda,Ghana,Gahanga International Cricket Stadium. Rwanda,Ghana,field,Uganda,1
2021-10-21,Denmark,Jersey,"Desert Springs Cricket Ground, Almeria",Denmark,bat,Jersey,0
2021-10-21,Bangladesh,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bangladesh,bat,Bangladesh,1
2021-10-21,Malta,Gibraltar,Marsa Sports Club,Malta,bat,Malta,1
2021-10-21,Oman,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,bat,Scotland,0
2021-10-21,Italy,Germany,"Desert Springs Cricket Ground, Almeria",Germany,field,Italy,1
2021-10-22,Malawi,Rwanda,Gahanga International Cricket Stadium. Rwanda,Malawi,bat,Malawi,1
2021-10-22,Ireland,Namibia,Sharjah Cricket Stadium,Ireland,bat,Namibia,0
2021-10-22,Netherlands,Sri Lanka,Sharjah Cricket Stadium,Sri Lanka,field,Sri Lanka,0
2021-10-22,Gibraltar,Switzerland,Marsa Sports Club,Gibraltar,bat,Switzerland,0
2021-10-22,Bulgaria,Switzerland,Marsa Sports Club,Bulgaria,bat,Switzerland,0
2021-10-22,Swaziland,Rwanda,Gahanga International Cricket Stadium. Rwanda,Swaziland,bat,Rwanda,0
2021-10-22,Uganda,Seychelles,Integrated Polytechnic Regional Centre,Uganda,bat,Uganda,1
2021-10-23,Maldives,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Maldives,bat,Saudi Arabia,0
2021-10-23,Sierra Leone,Nigeria,University of Lagos Cricket Oval,Sierra Leone,bat,Nigeria,0
2021-10-23,West Indies,England,Dubai International Cricket Stadium,England,field,England,0
2021-10-23,Switzerland,Malta,Marsa Sports Club,Switzerland,bat,Switzerland,1
2021-10-23,South Africa,Australia,"Zayed Cricket Stadium, Abu Dhabi",Australia,field,Australia,0
2021-10-24,Bangladesh,Sri Lanka,Sharjah Cricket Stadium,Sri Lanka,field,Sri Lanka,0
2021-10-24,India,Pakistan,Dubai International Cricket Stadium,Pakistan,field,Pakistan,0
2021-10-24,Gibraltar,Bulgaria,Marsa Sports Club,Gibraltar,bat,Bulgaria,0
2021-10-24,Malta,Switzerland,Marsa Sports Club,Malta,bat,Malta,1
2021-10-24,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,bat,Nigeria,1
2021-10-24,Bahrain,Kuwait,"West End Park International Cricket Stadium, Doha",Kuwait,field,Kuwait,0
2021-10-24,Qatar,Maldives,"West End Park International Cricket Stadium, Doha",Maldives,field,Qatar,1
2021-10-26,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,field,Pakistan,0
2021-10-26,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,bat,Nigeria,1
2021-10-26,West Indies,South Africa,Dubai International Cricket Stadium,South Africa,field,South Africa,0
2021-10-27,Bangladesh,England,"Zayed Cricket Stadium, Abu Dhabi",Bangladesh,bat,England,0
2021-10-27,Scotland,Namibia,"Zayed Cricket Stadium, Abu Dhabi",Namibia,field,Namibia,0
2021-10-27,Maldives,Bahrain,"West End Park International Cricket Stadium, Doha",Bahrain,field,Bahrain,0
2021-10-28,Sri Lanka,Australia,Dubai International Cricket Stadium,Australia,field,Australia,0
2021-10-28,Maldives,Kuwait,"West End Park International Cricket Stadium, Doha",Kuwait,field,Kuwait,0
2021-10-28,Bahrain,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Saudi Arabia,field,Bahrain,1
2021-10-29,West Indies,Bangladesh,Sharjah Cricket Stadium,Bangladesh,field,West Indies,1
2021-10-29,Kuwait,Qatar,"West End Park International Cricket Stadium, Doha",Kuwait,bat,Qatar,0
2021-10-30,Australia,England,Dubai International Cricket Stadium,England,field,England,0
2021-10-30,Sri Lanka,South Africa,Sharjah Cricket Stadium,South Africa,field,South Africa,0
2021-10-31,India,New Zealand,Dubai International Cricket Stadium,New Zealand,field,New Zealand,0
2021-11-01,England,Sri Lanka,Sharjah Cricket Stadium,Sri Lanka,field,England,1
2021-11-02,Bangladesh,South Africa,"Zayed Cricket Stadium, Abu Dhabi",South Africa,field,South Africa,0
2021-11-02,Pakistan,Namibia,"Zayed Cricket Stadium, Abu Dhabi",Pakistan,bat,Pakistan,1
2021-11-02,Botswana,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Botswana,bat,Botswana,1
2021-11-02,Tanzania,Mozambique,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,Tanzania,1
2021-11-03,New Zealand,Scotland,Dubai International Cricket Stadium,Scotland,field,New Zealand,1
2021-11-03,Mozambique,Cameroon,Gahanga International Cricket Stadium. Rwanda,Cameroon,field,Mozambique,1
2021-11-03,Sierra Leone,Tanzania,Gahanga International Cricket Stadium. Rwanda,Sierra Leone,bat,Tanzania,0
2021-11-04,Bangladesh,Australia,Dubai International Cricket Stadium,Australia,field,Australia,0
2021-11-04,Sri Lanka,West Indies,"Zayed Cricket Stadium, Abu Dhabi",West Indies,field,Sri Lanka,1
2021-11-05,Mozambique,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Mozambique,bat,Sierra Leone,0
2021-11-05,Cameroon,Botswana,Gahanga International Cricket Stadium. Rwanda,Cameroon,bat,Botswana,0
2021-11-05,New Zealand,Namibia,Sharjah Cricket Stadium,Namibia,field,New Zealand,1
2021-11-05,Scotland,India,Dubai International Cricket Stadium,India,field,India,0
2021-11-06,West Indies,Australia,"Zayed Cricket Stadium, Abu Dhabi",Australia,field,Australia,0
2021-11-06,South Africa,England,Sharjah Cricket Stadium,England,field,South Africa,1
2021-11-06,Botswana,Mozambique,Gahanga International Cricket Stadium. Rwanda,Botswana,bat,Botswana,1
2021-11-06,Tanzania,Cameroon,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,Tanzania,1
2021-11-07,Pakistan,Scotland,Sharjah Cricket Stadium,Pakistan,bat,Pakistan,1
2021-11-07,Cameroon,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Cameroon,bat,Sierra Leone,0
2021-11-07,Tanzania,Botswana,Gahanga International Cricket Stadium. Rwanda,Tanzania,bat,Tanzania,1
2021-11-07,Belize,United States of America,"Coolidge Cricket Ground, Antigua",United States of America,field,United States of America,0
2021-11-08,Belize,Panama,"Coolidge Cricket Ground, Antigua",Belize,bat,Belize,1
2021-11-08,United States of America,Bermuda,"Sir Vivian Richards Stadium, North Sound, Antigua",United States of America,bat,United States of America,1
2021-11-08,Bahamas,Argentina,"Sir Vivian Richards Stadium, North Sound, Antigua",Bahamas,bat,Bahamas,1
2021-11-08,Namibia,India,Dubai International Cricket Stadium,India,field,India,0
2021-11-08,Canada,Belize,"Coolidge Cricket Ground, Antigua",Canada,bat,Canada,1
2021-11-10,England,New Zealand,"Zayed Cricket Stadium, Abu Dhabi",New Zealand,field,New Zealand,0
2021-11-10,Argentina,Belize,"Sir Vivian Richards Stadium, North Sound, Antigua",Argentina,bat,Argentina,1
2021-11-10,Bermuda,Bahamas,"Coolidge Cricket Ground, Antigua",Bahamas,field,Bermuda,1
2021-11-11,Pakistan,Australia,Dubai International Cricket Stadium,Australia,field,Australia,0
2021-11-11,Argentina,United States of America,"Sir Vivian Richards Stadium, North Sound, Antigua",Argentina,bat,United States of America,0
2021-11-13,Argentina,Canada,"Sir Vivian Richards Stadium, North Sound, Antigua",Argentina,bat,Canada,0
